#    R. ID             FORWARD             REVERSE            REACTION
rxn_33                  12.530              62.076             -49.546
rxn_365                 31.616              70.737             -39.121
rxn_500                 18.759              63.551             -44.792
rxn_552                 11.380              60.615             -49.235
rxn_635                 25.281              60.862             -35.580
rxn_657                 16.733              65.621             -48.887
rxn_695                 18.628              58.472             -39.844
rxn_789                 20.544              39.682             -19.138
rxn_795                 23.783              44.337             -20.555
rxn_816                 12.922              32.448             -19.526
rxn_853                 23.431              36.114             -12.683
rxn_922                 23.447              32.402              -8.955
rxn_1024                18.498              35.273             -16.775
rxn_1083                22.529              36.521             -13.993
rxn_1093                29.531              38.757              -9.226
rxn_1217                20.924              37.015             -16.091
rxn_1228                15.850              34.463             -18.613
rxn_1285                25.290              43.316             -18.026
rxn_1294                16.790              34.042             -17.251
rxn_1344                27.172              48.877             -21.705
rxn_1424                28.946              38.661              -9.715
rxn_1441                27.960              41.265             -13.304
rxn_1487                10.170              63.042             -52.872
rxn_1495                 8.225              63.625             -55.400
rxn_1500                 9.911              64.594             -54.684
rxn_1536                14.670              53.615             -38.945
rxn_1606                16.855              56.720             -39.865
rxn_1708                17.316              56.192             -38.876
rxn_1733                17.774              53.813             -36.038
rxn_1814                13.617              58.095             -44.478
rxn_1909                17.519              56.093             -38.574
rxn_2002                16.517              62.298             -45.780
rxn_2012                15.363              57.190             -41.827
rxn_2246                 8.708              59.629             -50.921
rxn_2478                13.571              60.418             -46.847
rxn_2482                13.608              59.329             -45.721
rxn_2551                 9.907              59.933             -50.026
rxn_2645                13.563              58.354             -44.791
rxn_2679                14.527              60.267             -45.740
rxn_2934                15.131              66.197             -51.066
rxn_3009                22.722              47.309             -24.587
rxn_3185                20.174              51.364             -31.190
rxn_3480                17.683              49.368             -31.685
rxn_3483                20.388              48.139             -27.751
rxn_3536                20.737              49.736             -28.999
rxn_3769                -2.872              36.177             -39.049
rxn_4074                -3.243              42.169             -45.412
rxn_4224                -0.683              35.267             -35.950
rxn_4392                 9.817              40.819             -31.002
rxn_4701                 3.295              45.144             -41.849
rxn_5245                40.439              43.412              -2.973
rxn_5345                41.611              47.168              -5.557
rxn_5374                39.546              45.265              -5.719
rxn_5383                45.433              45.239               0.194
rxn_5432                37.934              51.881             -13.948
rxn_5534                42.568              42.087               0.481
rxn_5551                40.261              41.114              -0.852
rxn_5575                36.228              56.308             -20.079
rxn_5623                34.195              49.037             -14.842
rxn_5737                29.223              57.483             -28.260
rxn_5751                32.404              47.708             -15.304
rxn_5826                36.748              56.355             -19.607
rxn_5865                29.088              39.946             -10.858
rxn_5894                28.255              42.466             -14.210
rxn_5947                36.053              50.292             -14.239
rxn_5964                33.727              51.394             -17.667
rxn_5966                27.034              54.049             -27.014
rxn_5974                32.902              53.938             -21.035
rxn_6105                40.880              53.420             -12.539
rxn_6117                30.535              47.474             -16.939
rxn_6137                27.100              57.710             -30.609
rxn_6180                30.637              43.626             -12.989
rxn_6192                39.641              55.084             -15.443
rxn_6204                25.273              57.376             -32.103
rxn_6313                60.951              62.513              -1.562
rxn_6371                50.070              69.246             -19.176
rxn_6377                26.057              60.643             -34.586
rxn_6424                29.007              30.507              -1.500
rxn_6612                31.566              24.200               7.366
rxn_7113                54.875              63.552              -8.677
rxn_7236                28.906              38.907             -10.001
rxn_7406                67.494              41.979              25.515
rxn_7501                54.095              63.786              -9.691
rxn_7888                32.111              78.156             -46.045
rxn_7908                37.622              82.834             -45.212
rxn_7911                36.941              78.501             -41.560
rxn_7985                26.133              73.963             -47.830
rxn_8018                14.187              47.425             -33.238
rxn_8302                49.666              84.190             -34.525
rxn_8317                50.122              90.482             -40.360
rxn_8336                27.578              85.697             -58.119
