,Name,bhandhlyp-d3bj-DFT-forward,bhandhlyp-d3bj-DFT-reverse,bhandhlyp-d3bj-DFT-reaction,cam-b3lyp-DFT-forward,cam-b3lyp-DFT-reverse,cam-b3lyp-DFT-reaction,cam-b3lyp-d3bj-DFT-forward,cam-b3lyp-d3bj-DFT-reverse,cam-b3lyp-d3bj-DFT-reaction,blyp-DFT-forward,blyp-DFT-reverse,blyp-DFT-reaction,b3lyp-DFT-forward,b3lyp-DFT-reverse,b3lyp-DFT-reaction,bhandhlyp-DFT-forward,bhandhlyp-DFT-reverse,bhandhlyp-DFT-reaction,blyp-d3bj-DFT-forward,blyp-d3bj-DFT-reverse,blyp-d3bj-DFT-reaction,b3lyp-d3bj-DFT-forward,b3lyp-d3bj-DFT-reverse,b3lyp-d3bj-DFT-reaction,Range_DFT_forward,Std_DFT_forward,Range_DFT_reverse,Std_DFT_reverse,Range_DFT_reaction,Std_DFT_reaction
65,rxn_3536,22.214,47.91,-25.696,27.481,43.332,-15.851,20.055,42.917,-22.862,32.01,23.313,8.697,30.994,33.929,-2.935,31.563,48.485,-16.921,17.53,22.396,-4.866,18.915,33.168,-14.252,14.479999999999997,6.085895068575721,26.089,10.355996713429926,34.393,11.407388404638711
66,rxn_3759,-10.093,28.132,-38.225,-6.274,25.053,-31.327,-10.055,25.048,-35.102,2.787,13.634,-10.848,-0.917,20.312,-21.229,-5.243,28.334,-33.577,-4.69,13.286,-17.975,-7.149,20.043,-27.192,12.879999999999999,4.389315167865842,15.048,5.9564241130300415,27.377000000000002,9.481315971613403
67,rxn_3781,-4.501,32.431,-36.932,-2.169,28.579,-30.748,-5.27,28.475,-33.746,4.413,14.951,-10.538,2.222,23.005,-20.784,-0.283,32.563,-32.846,-2.192,14.743,-16.935,-3.246,22.833,-26.079,9.683,3.324652495267094,17.82,7.085557846775369,26.394000000000002,9.237615013782353
68,rxn_4123,3.597,40.459,-36.863,5.319,36.836,-31.517,2.928,36.315,-33.387,11.683,22.632,-10.949,9.572,31.087,-21.515,6.919,41.07,-34.151,6.478,21.704,-15.226,5.269,30.307,-25.037,8.754999999999999,2.941489658440819,19.366,7.47244029274048,25.914,9.509776141837259
69,rxn_4392,9.841,39.114,-29.273,12.162,34.883,-22.722,8.509,34.546,-26.036,9.98,10.169,-0.19,11.871,23.15,-11.279,14.727,39.678,-24.952,2.389,9.255,-6.866,5.573,22.408,-16.835,12.338000000000001,3.9139583179034645,30.422999999999995,12.30367618626354,29.083,10.321289432700327
70,rxn_4581,24.236,47.31,-23.074,35.34,44.044,-8.704,22.492,44.927,-22.436,37.536,22.438,15.098,37.535,32.98,4.555,39.646,45.656,-6.01,13.858,25.116,-11.258,17.676,35.146,-17.47,25.788,10.142637138584817,24.872000000000003,9.755803261026594,38.172000000000004,13.24500151472245
71,rxn_4652,-3.135,40.568,-43.703,4.942,37.866,-32.924,-4.766,38.256,-43.022,8.849,19.252,-10.403,7.569,28.281,-20.712,8.428,39.831,-31.403,-8.819,20.432,-29.251,-7.274,29.236,-36.51,17.668,7.464981327122374,21.316,8.663839477968184,33.300000000000004,11.169196697038817
72,rxn_4937,9.72,34.778,-25.058,18.467,31.178,-12.711,6.836,31.873,-25.037,22.832,12.213,10.619,21.766,21.435,0.33,23.405,33.381,-9.976,2.007,14.554,-12.546,4.245,23.307,-19.062,21.398,8.899681402804742,22.564999999999998,8.771169468165901,35.677,12.294460372024698
73,rxn_5047,5.087,43.578,-38.491,11.448,40.699,-29.251,2.856,40.715,-37.859,13.273,21.657,-8.384,13.205,31.014,-17.809,15.544,43.117,-27.574,-2.769,22.494,-25.263,-0.241,31.653,-31.894,18.313000000000002,6.9550920695867555,21.921000000000003,8.9675364738993,30.107,10.094703900525548
74,rxn_5129,1.194,41.486,-40.292,9.833,37.718,-27.885,-0.43,38.299,-38.729,14.087,17.286,-3.199,12.727,27.284,-14.558,13.482,40.321,-26.839,-4.706,19.196,-23.902,-3.051,28.819,-31.87,18.793,7.922378538941806,24.199999999999996,9.565506340679065,37.093,12.30646424503341
75,rxn_5191,48.967,45.921,3.046,48.486,42.038,6.448,45.774,43.48,2.294,36.792,30.622,6.17,43.003,36.293,6.71,52.79,44.782,8.008,30.778,32.266,-1.488,38.044,37.738,0.306,22.012,7.3840436995688785,15.299,5.793189252414055,9.495999999999999,3.4155546610846597
76,rxn_5245,36.854,40.773,-3.919,39.268,41.131,-1.863,35.276,39.55,-4.274,25.582,29.873,-4.291,32.186,35.228,-3.042,42.145,43.321,-1.176,17.299,25.771,-8.472,25.324,31.881,-6.557,24.846000000000004,8.378701685140214,17.549999999999997,6.26800376059692,7.295999999999999,2.3858288616627252
77,rxn_5345,39.184,45.336,-6.152,39.939,44.068,-4.129,37.317,43.722,-6.404,27.007,33.298,-6.291,33.363,38.58,-5.217,42.93,46.575,-3.644,21.086,31.154,-10.068,28.49,36.899,-8.409,21.844,7.544456791957542,15.421000000000003,5.817333974547839,6.4239999999999995,2.1252914926125848
78,rxn_5374,37.034,43.724,-6.69,38.021,43.529,-5.508,35.399,41.946,-6.547,25.507,32.33,-6.823,31.62,37.882,-6.262,40.908,46.401,-5.493,19.361,27.99,-8.628,26.578,34.356,-7.778,21.547,7.4030516680623,18.411000000000005,6.469293111085853,3.135,1.068067873378306
79,rxn_5432,36.964,52.465,-15.5,36.916,50.797,-13.882,34.621,50.032,-15.412,24.22,41.276,-17.056,30.669,46.244,-15.576,40.356,54.127,-13.771,18.844,38.545,-19.701,26.254,44.052,-17.798,21.512,7.440204490277324,15.582,5.574025827763218,5.93,2.0076522891889703
80,rxn_5506,36.019,42.373,-6.354,37.928,41.828,-3.901,34.401,40.856,-6.455,25.112,30.881,-5.769,31.383,36.138,-4.755,40.859,44.126,-3.267,17.488,28.028,-10.54,25.089,33.826,-8.737,23.371000000000002,7.876491195549668,16.098,5.928806167469854,7.273,2.4354062582774856
81,rxn_5534,45.623,45.339,0.284,43.514,43.194,0.32,42.378,42.477,-0.099,33.685,35.636,-1.95,38.828,39.639,-0.811,47.601,46.58,1.021,30.499,33.619,-3.121,36.238,38.003,-1.765,17.102,6.008768824452667,12.960999999999999,4.62140712762744,4.1419999999999995,1.4075335507292788
82,rxn_5581,34.778,49.512,-14.734,36.787,49.788,-13.002,32.955,47.216,-14.262,23.914,35.233,-11.319,30.62,42.537,-11.917,40.056,52.912,-12.856,15.532,29.858,-14.326,23.708,38.09,-14.382,24.523999999999997,8.148124985891801,23.054,8.12142005088132,3.414999999999999,1.2710169999987073
83,rxn_5582,27.144,35.649,-8.505,28.734,34.772,-6.038,26.054,34.451,-8.397,14.556,18.913,-4.356,21.525,26.421,-4.896,30.676,36.243,-5.567,9.024,17.946,-8.922,16.944,25.643,-8.699,21.652,7.679921882740735,18.297,7.569465252862035,4.566000000000001,1.8953233421842755
84,rxn_5590,32.82,40.354,-7.534,34.846,39.828,-4.982,31.27,38.548,-7.278,22.981,26.16,-3.179,29.161,32.959,-3.798,37.794,42.254,-4.461,15.113,23.146,-8.033,22.672,30.491,-7.819,22.680999999999997,7.529310638858551,19.107999999999997,7.125857823047391,4.853999999999999,1.983326858732929
85,rxn_5616,30.355,40.701,-10.346,33.124,38.471,-5.347,29.236,38.668,-9.432,20.899,22.839,-1.94,27.005,30.424,-3.419,35.396,40.574,-5.178,13.024,23.016,-9.992,20.461,30.586,-10.125,22.372,7.50504578838226,17.862000000000002,7.501559941343629,8.406,3.386974584977826
86,rxn_5653,32.765,44.177,-11.412,34.366,42.97,-8.604,31.579,42.041,-10.461,21.435,27.511,-6.076,27.862,35.216,-7.354,36.712,45.652,-8.94,15.192,25.123,-9.932,22.718,33.271,-10.553,21.520000000000003,7.433198387494925,20.529,7.888609970575117,5.336000000000001,1.7900689531810943
87,rxn_5748,28.568,52.191,-23.622,30.136,51.606,-21.47,26.989,49.495,-22.506,16.506,35.789,-19.283,23.379,43.806,-20.427,32.888,54.936,-22.048,9.704,31.517,-21.813,17.764,40.257,-22.493,23.183999999999997,7.943166240773979,23.419,8.492131079290825,4.338999999999999,1.342773223061671
88,rxn_5751,31.239,44.154,-12.915,32.698,43.508,-10.81,29.891,42.058,-12.167,20.916,29.454,-8.538,26.867,36.45,-9.583,35.415,46.365,-10.95,14.289,25.923,-11.634,21.423,33.558,-12.135,21.125999999999998,7.15123910841431,20.442000000000004,7.510679686762235,4.376999999999999,1.4521043842841126
89,rxn_5756,33.765,51.565,-17.8,35.542,50.396,-14.854,32.112,48.65,-16.537,23.08,35.182,-12.101,29.479,42.924,-13.445,38.334,53.802,-15.467,15.885,31.698,-15.813,23.52,40.028,-16.508,22.449000000000005,7.5556085495194525,22.104,8.117359087386207,5.699,1.8284294538912738
90,rxn_5854,32.246,45.056,-12.81,34.586,44.438,-9.852,31.0,42.707,-11.707,21.871,28.987,-7.116,28.186,36.62,-8.434,37.08,47.293,-10.213,14.288,25.509,-11.221,21.91,33.731,-11.821,22.791999999999998,7.695577179458341,21.784,8.081055039632599,5.694000000000001,1.8971644819120383
91,rxn_5956,42.042,62.261,-20.219,42.618,60.76,-18.142,40.476,59.575,-19.099,27.436,44.118,-16.682,35.093,52.54,-17.447,45.148,63.916,-18.767,22.437,41.484,-19.047,30.993,50.372,-19.379,22.711000000000002,8.166377496216684,22.431999999999995,8.55071410134014,3.5370000000000026,1.12900446032271
92,rxn_5998,31.595,48.029,-16.433,31.865,47.126,-15.261,30.176,45.56,-15.383,19.963,33.419,-13.456,25.928,40.561,-14.632,34.271,50.462,-16.191,15.703,29.556,-13.853,22.442,37.395,-14.953,18.568,6.598109976944697,20.906000000000002,7.528742505510845,2.9770000000000003,1.0365242399481065
93,rxn_6105,39.303,49.553,-10.25,42.05,47.947,-5.898,37.887,47.22,-9.334,29.122,32.166,-3.044,35.845,40.084,-4.239,44.959,50.594,-5.636,20.155,30.52,-10.365,28.438,38.731,-10.293,24.804000000000002,8.22718296584994,20.074,7.894774029834094,7.321,3.008450048850499
94,rxn_6178,41.701,59.959,-18.257,42.757,59.712,-16.955,39.86,57.024,-17.164,27.13,41.984,-14.853,34.966,50.924,-15.958,45.669,63.184,-17.514,20.826,36.97,-16.144,29.765,46.733,-16.968,24.842999999999996,8.716760403301873,26.214,9.473521486603747,3.4040000000000017,1.0491103629129919
95,rxn_6180,28.992,39.506,-10.513,31.982,38.189,-6.207,27.916,37.503,-9.586,20.652,23.187,-2.535,26.528,30.683,-4.155,34.619,40.713,-6.094,11.759,21.25,-9.491,19.19,29.11,-9.921,22.86,7.518522779490282,19.463,7.57833102503447,7.978,2.987194610810809
96,rxn_6261,32.493,46.467,-13.974,33.845,45.252,-11.407,31.114,44.087,-12.973,22.269,31.138,-8.87,28.234,38.255,-10.021,36.569,48.351,-11.782,15.781,28.127,-12.346,22.91,35.794,-12.884,20.788000000000004,7.025565364896164,20.224,7.514628751166431,5.104000000000001,1.6680756609681366
97,rxn_6317,63.507,57.625,5.882,59.799,56.132,3.667,59.962,55.566,4.396,50.365,39.323,11.042,55.026,47.586,7.44,63.436,58.511,4.925,50.462,37.916,12.546,55.119,46.435,8.683,13.141999999999996,5.267465831470981,20.595000000000006,8.26018788700181,8.879,3.2234526271198267
98,rxn_6322,71.293,62.128,9.165,66.818,60.316,6.502,67.248,59.534,7.715,57.2,43.264,13.936,62.052,51.817,10.235,70.848,63.214,7.634,57.903,41.562,16.341,62.641,50.411,12.23,14.093000000000004,5.419878410272953,21.652,8.527967246486284,9.839000000000002,3.4375155376272226
99,rxn_6410,33.999,29.442,4.557,32.281,24.766,7.516,31.009,24.454,6.555,32.711,8.589,24.122,33.186,17.371,15.815,35.781,29.892,5.889,29.887,7.851,22.036,30.856,16.767,14.089,5.893999999999998,1.9018079180461038,22.041,8.657241180488324,19.564999999999998,7.620070039751228
100,rxn_6583,54.556,43.85,10.706,53.53,39.554,13.976,51.788,39.452,12.336,50.698,20.747,29.952,52.764,30.734,22.03,57.235,43.922,13.313,46.359,20.633,25.726,49.22,30.634,18.586,10.875999999999998,3.3412908861268398,23.288999999999998,9.498797890109193,19.246000000000002,6.986806187123597
101,rxn_6612,33.024,22.81,10.215,31.349,19.838,11.511,30.426,19.968,10.458,29.86,6.738,23.122,31.074,13.54,17.535,34.52,22.447,12.073,27.417,7.347,20.07,29.087,14.022,15.065,7.1030000000000015,2.2215713832137576,16.072,6.423509293435881,12.907,4.816168792648957
102,rxn_7236,34.841,38.387,-3.546,32.698,33.796,-1.098,31.609,33.774,-2.166,31.532,17.832,13.7,33.015,26.526,6.49,36.613,38.356,-1.743,28.634,17.918,10.716,30.656,26.588,4.068,7.978999999999999,2.471508374021246,20.555,8.287196655728298,17.246,6.496615051317108
103,rxn_7614,34.244,36.305,-2.061,33.348,31.586,1.762,30.983,31.123,-0.14,32.731,15.124,17.606,33.961,24.031,9.93,37.452,36.968,0.484,27.674,14.066,13.608,29.778,23.16,6.618,9.777999999999999,3.0111227112395893,22.902,8.897908228302072,19.667,7.166083697081094
104,rxn_7911,37.946,74.593,-36.647,39.507,73.948,-34.441,35.719,71.866,-36.147,36.0,56.917,-20.917,38.318,65.756,-27.439,43.797,77.349,-33.552,26.562,52.572,-26.01,30.61,62.162,-31.552,17.234999999999996,5.351006152050818,24.777,9.034919494265411,15.729999999999997,5.555900195480733
105,rxn_7955,34.907,74.088,-39.182,36.048,72.368,-36.321,32.651,71.373,-38.722,32.031,54.354,-22.324,34.513,63.558,-29.045,40.055,75.471,-35.416,23.836,52.172,-28.335,27.79,61.758,-33.968,16.219,5.022589469799703,23.299000000000007,9.057876962700949,16.858,5.856422102212725
106,rxn_8339,26.943,71.993,-45.05,28.347,71.753,-43.406,24.53,70.198,-45.668,23.096,53.023,-29.927,26.105,62.298,-36.194,32.354,73.793,-41.439,14.543,50.223,-35.68,19.061,59.957,-40.895,17.811,5.549715306404722,23.570000000000007,9.162551434273876,15.741,5.429230225297663
107,rxn_8396,32.304,73.092,-40.788,32.833,72.208,-39.375,30.388,70.279,-39.891,29.361,54.095,-24.734,31.351,63.375,-32.023,36.352,75.369,-39.017,22.836,50.598,-27.763,26.05,60.446,-34.396,13.515999999999998,4.187050067512584,24.771,9.277466707027301,16.053999999999995,6.084940284658274
