,Type,rxn_smiles
141,Diels-Alder,C=CC(F)=CC(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C(F)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@H]12
142,Diels-Alder,C=CC(=CC(=O)OC)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C(OC)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@H]12
143,Diels-Alder,C=CC(O)=CC(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C(O)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@H]12
144,Diels-Alder,C=CC(C#N)=CC(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C(C#N)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@H]12
145,Diels-Alder,C=CC(=CC(=O)OC)C(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)C1=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2[C@@H]1C(=O)OC
146,Diels-Alder,C=CC(=CC(=O)OC)OC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C(OC(C)=O)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@H]12
147,Diels-Alder,C=CC(=CC(=O)OC)NC.O=C1C=CC(=O)c2c(O)cccc21>>CNC1=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2[C@@H]1C(=O)OC
148,Diels-Alder,C=CC(=CC(=O)OC)SC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C(SC)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@H]12
149,Diels-Alder,C=C(C)C=CC(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C=C(C)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
150,Diels-Alder,C=C(F)C=CC(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C=C(F)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
151,Diels-Alder,C=C(C=CC(=O)OC)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C=C(OC)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
152,Diels-Alder,C=C(O)C=CC(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C=C(O)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
153,Diels-Alder,C=C(C#N)C=CC(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C=C(C#N)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
154,Diels-Alder,C=C(C=CC(=O)OC)C(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)C1=C[C@@H](C(=O)OC)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
155,Diels-Alder,C=C(C=CC(=O)OC)OC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C=C(OC(C)=O)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
156,Diels-Alder,C=C(C=CC(=O)OC)NC.O=C1C=CC(=O)c2c(O)cccc21>>CNC1=C[C@@H](C(=O)OC)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
157,Diels-Alder,C=C(C=CC(=O)OC)SC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C=C(SC)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
158,Diels-Alder,CC=CC=CC(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C=C[C@H](C)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
159,Diels-Alder,COC(=O)C=CC=CF.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C=C[C@H](F)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
160,Diels-Alder,COC=CC=CC(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C=C[C@H](OC)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
161,Diels-Alder,COC(=O)C=CC=CO.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C=C[C@H](O)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
162,Diels-Alder,COC(=O)C=CC=CC#N.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C=C[C@H](C#N)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
163,Diels-Alder,COC(=O)C=CC=CC(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@H]1C=C[C@@H](C(=O)OC)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]21
164,Diels-Alder,COC(=O)C=CC=COC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C=C[C@H](OC(C)=O)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
165,Diels-Alder,CNC=CC=CC(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@H]1C=C[C@@H](C(=O)OC)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]21
166,Diels-Alder,COC(=O)C=CC=CSC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C=C[C@H](SC)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
167,Diels-Alder,C=CC=CC(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@@H]1C=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
168,Diels-Alder,C=CC(C)=COC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CC(=O)O[C@@H]1C(C)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
169,Diels-Alder,C=CC(F)=COC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CC(=O)O[C@@H]1C(F)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
170,Diels-Alder,C=CC(=COC(C)=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC1=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2[C@@H]1OC(C)=O
171,Diels-Alder,C=CC(O)=COC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CC(=O)O[C@@H]1C(O)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
172,Diels-Alder,C=CC(C#N)=COC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CC(=O)O[C@@H]1C(C#N)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
173,Diels-Alder,C=CC(=COC(C)=O)C(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)C1=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2[C@@H]1OC(C)=O
174,Diels-Alder,C=CC(=COC(C)=O)OC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CC(=O)OC1=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2[C@@H]1OC(C)=O
175,Diels-Alder,C=CC(=COC(C)=O)NC.O=C1C=CC(=O)c2c(O)cccc21>>CNC1=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2[C@@H]1OC(C)=O
176,Diels-Alder,C=CC(=COC(C)=O)SC.O=C1C=CC(=O)c2c(O)cccc21>>CSC1=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2[C@@H]1OC(C)=O
177,Diels-Alder,C=C(C)C=COC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CC(=O)O[C@@H]1C=C(C)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
178,Diels-Alder,C=C(F)C=COC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CC(=O)O[C@@H]1C=C(F)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
179,Diels-Alder,C=C(C=COC(C)=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC1=C[C@@H](OC(C)=O)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
180,Diels-Alder,C=C(O)C=COC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CC(=O)O[C@@H]1C=C(O)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
181,Diels-Alder,C=C(C#N)C=COC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CC(=O)O[C@@H]1C=C(C#N)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
182,Diels-Alder,C=C(C=COC(C)=O)C(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)C1=C[C@@H](OC(C)=O)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
183,Diels-Alder,C=C(C=COC(C)=O)OC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CC(=O)OC1=C[C@@H](OC(C)=O)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
184,Diels-Alder,C=C(C=COC(C)=O)NC.O=C1C=CC(=O)c2c(O)cccc21>>CNC1=C[C@@H](OC(C)=O)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
185,Diels-Alder,C=C(C=COC(C)=O)SC.O=C1C=CC(=O)c2c(O)cccc21>>CSC1=C[C@@H](OC(C)=O)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
186,Diels-Alder,CC=CC=COC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CC(=O)O[C@@H]1C=C[C@H](C)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
187,Diels-Alder,CC(=O)OC=CC=CF.O=C1C=CC(=O)c2c(O)cccc21>>CC(=O)O[C@@H]1C=C[C@H](F)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
188,Diels-Alder,COC=CC=COC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CO[C@H]1C=C[C@@H](OC(C)=O)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]21
189,Diels-Alder,CC(=O)OC=CC=CO.O=C1C=CC(=O)c2c(O)cccc21>>CC(=O)O[C@@H]1C=C[C@H](O)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
190,Diels-Alder,CC(=O)OC=CC=CC#N.O=C1C=CC(=O)c2c(O)cccc21>>CC(=O)O[C@@H]1C=C[C@H](C#N)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
191,Diels-Alder,COC(=O)C=CC=COC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@H]1C=C[C@@H](OC(C)=O)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]21
192,Diels-Alder,CC(=O)OC=CC=COC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CC(=O)O[C@H]1C=C[C@@H](OC(C)=O)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]21
193,Diels-Alder,CNC=CC=COC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@H]1C=C[C@@H](OC(C)=O)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]21
194,Diels-Alder,CSC=CC=COC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CS[C@H]1C=C[C@@H](OC(C)=O)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]21
195,Diels-Alder,C=CC=COC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CC(=O)O[C@@H]1C=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
196,Diels-Alder,C=CC(C)=CNC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C(C)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
197,Diels-Alder,C=CC(F)=CNC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C(F)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
198,Diels-Alder,C=CC(=CNC)OC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C(OC)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
199,Diels-Alder,C=CC(O)=CNC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C(O)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
200,Diels-Alder,C=CC(C#N)=CNC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C(C#N)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
201,Diels-Alder,C=CC(=CNC)C(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C(C(=O)OC)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
202,Diels-Alder,C=CC(=CNC)OC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C(OC(C)=O)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
203,Diels-Alder,C=CC(=CNC)NC.O=C1C=CC(=O)c2c(O)cccc21>>CNC1=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2[C@@H]1NC
204,Diels-Alder,C=CC(=CNC)SC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C(SC)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
205,Diels-Alder,C=C(C)C=CNC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C=C(C)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
206,Diels-Alder,C=C(F)C=CNC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C=C(F)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
207,Diels-Alder,C=C(C=CNC)OC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C=C(OC)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
208,Diels-Alder,C=C(O)C=CNC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C=C(O)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
209,Diels-Alder,C=C(C#N)C=CNC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C=C(C#N)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
210,Diels-Alder,C=C(C=CNC)C(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C=C(C(=O)OC)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
211,Diels-Alder,C=C(C=CNC)OC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C=C(OC(C)=O)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
212,Diels-Alder,C=C(C=CNC)NC.O=C1C=CC(=O)c2c(O)cccc21>>CNC1=C[C@@H](NC)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
213,Diels-Alder,C=C(C=CNC)SC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C=C(SC)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
214,Diels-Alder,CC=CC=CNC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C=C[C@H](C)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
215,Diels-Alder,CNC=CC=CF.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C=C[C@H](F)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
216,Diels-Alder,CNC=CC=COC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C=C[C@H](OC)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
217,Diels-Alder,CNC=CC=CO.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C=C[C@H](O)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
218,Diels-Alder,CNC=CC=CC#N.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C=C[C@H](C#N)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
219,Diels-Alder,CNC=CC=CC(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C=C[C@H](C(=O)OC)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
220,Diels-Alder,CNC=CC=COC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C=C[C@H](OC(C)=O)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
221,Diels-Alder,CNC=CC=CNC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@H]1C=C[C@@H](NC)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]21
222,Diels-Alder,CNC=CC=CSC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C=C[C@H](SC)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
223,Diels-Alder,C=CC=CNC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@@H]1C=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
224,Diels-Alder,C=CC(C)=CSC.O=C1C=CC(=O)c2c(O)cccc21>>CS[C@@H]1C(C)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
225,Diels-Alder,C=CC(F)=CSC.O=C1C=CC(=O)c2c(O)cccc21>>CS[C@@H]1C(F)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
226,Diels-Alder,C=CC(=CSC)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC1=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2[C@@H]1SC
227,Diels-Alder,C=CC(O)=CSC.O=C1C=CC(=O)c2c(O)cccc21>>CS[C@@H]1C(O)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
228,Diels-Alder,C=CC(C#N)=CSC.O=C1C=CC(=O)c2c(O)cccc21>>CS[C@@H]1C(C#N)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
229,Diels-Alder,C=CC(=CSC)C(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)C1=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2[C@@H]1SC
230,Diels-Alder,C=CC(=CSC)OC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CS[C@@H]1C(OC(C)=O)=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
231,Diels-Alder,C=CC(=CSC)NC.O=C1C=CC(=O)c2c(O)cccc21>>CNC1=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2[C@@H]1SC
232,Diels-Alder,C=CC(=CSC)SC.O=C1C=CC(=O)c2c(O)cccc21>>CSC1=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2[C@@H]1SC
233,Diels-Alder,C=C(C)C=CSC.O=C1C=CC(=O)c2c(O)cccc21>>CS[C@@H]1C=C(C)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
234,Diels-Alder,C=C(F)C=CSC.O=C1C=CC(=O)c2c(O)cccc21>>CS[C@@H]1C=C(F)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
235,Diels-Alder,C=C(C=CSC)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC1=C[C@@H](SC)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
236,Diels-Alder,C=C(O)C=CSC.O=C1C=CC(=O)c2c(O)cccc21>>CS[C@@H]1C=C(O)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
237,Diels-Alder,C=C(C#N)C=CSC.O=C1C=CC(=O)c2c(O)cccc21>>CS[C@@H]1C=C(C#N)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
238,Diels-Alder,C=C(C=CSC)C(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)C1=C[C@@H](SC)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
239,Diels-Alder,C=C(C=CSC)OC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CS[C@@H]1C=C(OC(C)=O)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
240,Diels-Alder,C=C(C=CSC)NC.O=C1C=CC(=O)c2c(O)cccc21>>CNC1=C[C@@H](SC)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
241,Diels-Alder,C=C(C=CSC)SC.O=C1C=CC(=O)c2c(O)cccc21>>CSC1=C[C@@H](SC)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
242,Diels-Alder,CC=CC=CSC.O=C1C=CC(=O)c2c(O)cccc21>>CS[C@@H]1C=C[C@H](C)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
243,Diels-Alder,CSC=CC=CF.O=C1C=CC(=O)c2c(O)cccc21>>CS[C@@H]1C=C[C@H](F)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
244,Diels-Alder,COC=CC=CSC.O=C1C=CC(=O)c2c(O)cccc21>>CO[C@H]1C=C[C@@H](SC)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]21
245,Diels-Alder,CSC=CC=CO.O=C1C=CC(=O)c2c(O)cccc21>>CS[C@@H]1C=C[C@H](O)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
246,Diels-Alder,CSC=CC=CC#N.O=C1C=CC(=O)c2c(O)cccc21>>CS[C@@H]1C=C[C@H](C#N)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
247,Diels-Alder,COC(=O)C=CC=CSC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@H]1C=C[C@@H](SC)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]21
248,Diels-Alder,CSC=CC=COC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CS[C@@H]1C=C[C@H](OC(C)=O)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
249,Diels-Alder,CNC=CC=CSC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@H]1C=C[C@@H](SC)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]21
250,Diels-Alder,CSC=CC=CSC.O=C1C=CC(=O)c2c(O)cccc21>>CS[C@H]1C=C[C@@H](SC)[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]21
251,Diels-Alder,C=CC=CSC.O=C1C=CC(=O)c2c(O)cccc21>>CS[C@@H]1C=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]21
252,Diels-Alder,C=C(C)C(=C)C.O=C1C=CC(=O)c2c(O)cccc21>>CC1=C(C)C[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
253,Diels-Alder,C=C(C)C(=C)F.O=C1C=CC(=O)c2c(O)cccc21>>CC1=C(F)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2C1
254,Diels-Alder,C=C(C)C(=C)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC1=C(C)C[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
255,Diels-Alder,C=C(C)C(=C)O.O=C1C=CC(=O)c2c(O)cccc21>>CC1=C(O)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2C1
256,Diels-Alder,C=C(C)C(=C)C#N.O=C1C=CC(=O)c2c(O)cccc21>>CC1=C(C#N)C[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2C1
257,Diels-Alder,C=C(C)C(=C)C(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)C1=C(C)C[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
258,Diels-Alder,C=C(C)C(=C)OC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CC(=O)OC1=C(C)C[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
259,Diels-Alder,C=C(C)C(=C)NC.O=C1C=CC(=O)c2c(O)cccc21>>CNC1=C(C)C[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
260,Diels-Alder,C=C(C)C(=C)SC.O=C1C=CC(=O)c2c(O)cccc21>>CSC1=C(C)C[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
261,Diels-Alder,C=C(C)C=CC.O=C1C=CC(=O)c2c(O)cccc21>>CC1=C[C@H](C)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2C1
262,Diels-Alder,C=C(C)C=CF.O=C1C=CC(=O)c2c(O)cccc21>>CC1=C[C@H](F)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2C1
263,Diels-Alder,C=C(C)C=COC.O=C1C=CC(=O)c2c(O)cccc21>>CO[C@H]1C=C(C)C[C@H]2C(=O)c3c(O)cccc3C(=O)[C@@H]12
264,Diels-Alder,C=C(C)C=CO.O=C1C=CC(=O)c2c(O)cccc21>>CC1=C[C@H](O)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2C1
265,Diels-Alder,C=C(C)C=CC#N.O=C1C=CC(=O)c2c(O)cccc21>>CC1=C[C@H](C#N)[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2C1
266,Diels-Alder,C=C(C)C=CC(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)[C@H]1C=C(C)C[C@H]2C(=O)c3c(O)cccc3C(=O)[C@@H]12
267,Diels-Alder,C=C(C)C=COC(C)=O.O=C1C=CC(=O)c2c(O)cccc21>>CC(=O)O[C@H]1C=C(C)C[C@H]2C(=O)c3c(O)cccc3C(=O)[C@@H]12
268,Diels-Alder,C=C(C)C=CNC.O=C1C=CC(=O)c2c(O)cccc21>>CN[C@H]1C=C(C)C[C@H]2C(=O)c3c(O)cccc3C(=O)[C@@H]12
269,Diels-Alder,C=C(C)C=CSC.O=C1C=CC(=O)c2c(O)cccc21>>CS[C@H]1C=C(C)C[C@H]2C(=O)c3c(O)cccc3C(=O)[C@@H]12
270,Diels-Alder,C=CC(=C)C.O=C1C=CC(=O)c2c(O)cccc21>>CC1=CC[C@@H]2C(=O)c3cccc(O)c3C(=O)[C@@H]2C1
271,Diels-Alder,C=C(C)C(=C)F.O=C1C=CC(=O)c2c(O)cccc21>>CC1=C(F)C[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
272,Diels-Alder,C=C(F)C(=C)F.O=C1C=CC(=O)c2c(O)cccc21>>O=C1c2cccc(O)c2C(=O)[C@@H]2CC(F)=C(F)C[C@H]12
273,Diels-Alder,C=C(F)C(=C)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC1=C(F)C[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
274,Diels-Alder,C=C(O)C(=C)F.O=C1C=CC(=O)c2c(O)cccc21>>O=C1c2cccc(O)c2C(=O)[C@@H]2CC(F)=C(O)C[C@H]12
275,Diels-Alder,C=C(F)C(=C)C#N.O=C1C=CC(=O)c2c(O)cccc21>>N#CC1=C(F)C[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
276,Diels-Alder,C=C(F)C(=C)C(=O)OC.O=C1C=CC(=O)c2c(O)cccc21>>COC(=O)C1=C(F)C[C@H]2C(=O)c3c(O)cccc3C(=O)[C@H]2C1
