,Name,bhandhlyp-DFT-forward,bhandhlyp-DFT-reverse,bhandhlyp-DFT-reaction
1,rxn_365,44.525,65.485,-20.96
10,rxn_853,37.884,33.333,4.551
14,rxn_1093,41.127,35.198,5.929
29,rxn_1814,22.272,53.475,-31.202
32,rxn_2012,27.343,53.395,-26.052
55,rxn_5534,47.601,46.58,1.021
80,rxn_7236,36.613,38.356,-1.743
