,Name,wb97x-v-DFT-forward,wb97x-v-DFT-reverse,wb97x-v-DFT-reaction
1,rxn_365,28.719,70.737,-42.017
10,rxn_853,23.431,36.114,-12.683
14,rxn_1093,23.705,38.757,-15.053
29,rxn_1814,13.617,58.095,-44.478
32,rxn_2012,15.363,57.19,-41.827
55,rxn_5534,42.568,42.087,0.481
80,rxn_7236,28.906,38.907,-10.001
