,Name,rsx-0dh-DFT-forward,rsx-0dh-DFT-reverse,rsx-0dh-DFT-reaction
1,rxn_365,29.123,81.304,-52.181
10,rxn_853,20.895,41.497,-20.602
14,rxn_1093,22.056,44.654,-22.598
29,rxn_1814,10.118,67.324,-57.206
32,rxn_2012,12.8,65.673,-52.873
55,rxn_5534,43.191,42.614,0.577
80,rxn_7236,27.459,45.731,-18.273
