,Name,pbe0-dh-DFT-forward,pbe0-dh-DFT-reverse,pbe0-dh-DFT-reaction
1,rxn_365,29.335,66.199,-36.865
10,rxn_853,24.23,32.135,-7.905
14,rxn_1093,26.319,34.553,-8.234
29,rxn_1814,10.545,55.399,-44.854
32,rxn_2012,13.476,53.403,-39.927
55,rxn_5534,37.624,37.782,-0.158
80,rxn_7236,28.22,35.715,-7.494
