,Name,m062x-DFT-forward,m062x-DFT-reverse,m062x-DFT-reaction
1,rxn_365,27.259,62.236,-34.977
10,rxn_853,24.245,27.945,-3.7
14,rxn_1093,23.769,31.072,-7.303
29,rxn_1814,11.875,49.803,-37.929
32,rxn_2012,13.485,47.609,-34.124
55,rxn_5534,40.06,39.854,0.207
80,rxn_7236,30.44,35.642,-5.202
