,Name,pbe0-DFT-forward,pbe0-DFT-reverse,pbe0-DFT-reaction
1,rxn_365,31.06,61.366,-30.306
10,rxn_853,26.906,28.824,-1.918
14,rxn_1093,29.84,30.809,-0.969
29,rxn_1814,11.236,51.418,-40.182
32,rxn_2012,14.794,49.189,-34.395
55,rxn_5534,35.461,37.303,-1.842
80,rxn_7236,28.33,32.182,-3.852
