,Name,pbe-qidh-DFT-forward,pbe-qidh-DFT-reverse,pbe-qidh-DFT-reaction
1,rxn_365,24.995,65.841,-40.846
10,rxn_853,20.364,31.626,-11.262
14,rxn_1093,21.556,34.378,-12.822
29,rxn_1814,8.365,55.259,-46.894
32,rxn_2012,10.16,53.058,-42.897
55,rxn_5534,36.66,35.431,1.229
80,rxn_7236,26.758,35.028,-8.27
