,Name,b2k-plyp-DFT-forward,b2k-plyp-DFT-reverse,b2k-plyp-DFT-reaction
1,rxn_365,27.706,58.633,-30.927
10,rxn_853,24.353,27.301,-2.948
14,rxn_1093,25.624,29.75,-4.126
29,rxn_1814,11.824,48.847,-37.024
32,rxn_2012,13.508,47.081,-33.573
55,rxn_5534,37.635,35.199,2.436
80,rxn_7236,28.874,30.336,-1.462
