,Name,wb2-plyp-DFT-forward,wb2-plyp-DFT-reverse,wb2-plyp-DFT-reaction
1,rxn_365,28.063,69.081,-41.018
10,rxn_853,23.146,33.762,-10.616
14,rxn_1093,23.345,36.511,-13.165
29,rxn_1814,11.769,56.56,-44.791
32,rxn_2012,13.409,54.967,-41.558
55,rxn_5534,41.684,39.845,1.839
80,rxn_7236,28.615,36.9,-8.285
