,Name,wb97x-DFT-forward,wb97x-DFT-reverse,wb97x-DFT-reaction
1,rxn_365,35.454,70.669,-35.214
10,rxn_853,30.218,35.995,-5.776
14,rxn_1093,32.128,37.877,-5.748
29,rxn_1814,18.013,58.136,-40.123
32,rxn_2012,20.975,56.918,-35.943
55,rxn_5534,45.046,44.618,0.428
80,rxn_7236,32.444,37.929,-5.484
