,Name,b3lyp-DFT-forward,b3lyp-DFT-reverse,b3lyp-DFT-reaction
1,rxn_365,40.159,52.071,-11.911
10,rxn_853,36.819,23.553,13.266
14,rxn_1093,40.891,24.854,16.038
29,rxn_1814,19.231,42.948,-23.717
32,rxn_2012,23.797,41.776,-17.979
55,rxn_5534,38.828,39.639,-0.811
80,rxn_7236,33.015,26.526,6.49
