,Type,rxn_smiles
449,[3+2]cycloaddition,CC(=O)OC(C(CC(C=O)=CC=O)OC(C)=O)=[N+]1N[C@H]2CC[C@@H]1C2>>CC(=O)OC1C[C@]2(C=O)[C@H](C=O)[NH+]3[C@H]4CC[C@H](C4)N3[C@@]12OC(C)=O
450,[3+2]cycloaddition,CC(=O)OC(C(CC(O)=CO)OC(C)=O)=[N+]1N[C@H]2CC[C@@H]1C2>>CC(=O)OC1C[C@]2(O)[C@H](O)[NH+]3[C@H]4CC[C@H](C4)N3[C@@]12OC(C)=O
451,[3+2]cycloaddition,CC(=O)OC(C(CC(C#N)=CC#N)OC(C)=O)=[N+]1N[C@H]2CC[C@@H]1C2>>CC(=O)OC1C[C@]2(C#N)[C@H](C#N)[NH+]3[C@H]4CC[C@H](C4)N3[C@@]12OC(C)=O
452,[3+2]cycloaddition,COC(=O)C=C(CC(OC(C)=O)C(OC(C)=O)=[N+]1N[C@H]2CC[C@@H]1C2)C(=O)OC>>COC(=O)[C@@H]1[NH+]2[C@H]3CC[C@H](C3)N2[C@@]2(OC(C)=O)C(OC(C)=O)C[C@]12C(=O)OC
453,[3+2]cycloaddition,CC(=O)OC=C(CC(OC(C)=O)C(OC(C)=O)=[N+]1N[C@H]2CC[C@@H]1C2)OC(C)=O>>CC(=O)OC1C[C@]2(OC(C)=O)[C@H](OC(C)=O)[NH+]3[C@H]4CC[C@H](C4)N3[C@@]12OC(C)=O
454,[3+2]cycloaddition,CC(=O)OC(C(CC(=CC(C)(C)C)C(C)(C)C)OC(C)=O)=[N+]1N[C@H]2CC[C@@H]1C2>>CC(=O)OC1C[C@]2(C(C)(C)C)[C@H](C(C)(C)C)[NH+]3[C@H]4CC[C@H](C4)N3[C@@]12OC(C)=O
455,[3+2]cycloaddition,C=CCC(OC(C)=O)C(OC(C)=O)=[N+]1N[C@H]2CC[C@@H]1C2>>CC(=O)OC1CC2C[NH+]3[C@H]4CC[C@H](C4)N3[C@]21OC(C)=O
456,[3+2]cycloaddition,CC(C)(C)C(C(CC(=Cc1ccccc1)c1ccccc1)C(C)(C)C)=[N+]1N[C@H]2CC[C@@H]1C2>>CC(C)(C)C1C[C@]2(c3ccccc3)[C@H](c3ccccc3)[NH+]3[C@H]4CC[C@H](C4)N3[C@@]12C(C)(C)C
457,[3+2]cycloaddition,CC(C)(C)C(C(CC(C=O)=CC=O)C(C)(C)C)=[N+]1N[C@H]2CC[C@@H]1C2>>CC(C)(C)C1C[C@]2(C=O)[C@H](C=O)[NH+]3[C@H]4CC[C@H](C4)N3[C@@]12C(C)(C)C
458,[3+2]cycloaddition,CC(C)(C)C(C(CC(O)=CO)C(C)(C)C)=[N+]1N[C@H]2CC[C@@H]1C2>>CC(C)(C)C1C[C@]2(O)[C@H](O)[NH+]3[C@H]4CC[C@H](C4)N3[C@@]12C(C)(C)C
459,[3+2]cycloaddition,CC(C)(C)C(C(CC(C#N)=CC#N)C(C)(C)C)=[N+]1N[C@H]2CC[C@@H]1C2>>CC(C)(C)C1C[C@]2(C#N)[C@H](C#N)[NH+]3[C@H]4CC[C@H](C4)N3[C@@]12C(C)(C)C
460,[3+2]cycloaddition,COC(=O)C=C(CC(C(=[N+]1N[C@H]2CC[C@@H]1C2)C(C)(C)C)C(C)(C)C)C(=O)OC>>COC(=O)[C@@H]1[NH+]2[C@H]3CC[C@H](C3)N2[C@@]2(C(C)(C)C)C(C(C)(C)C)C[C@]12C(=O)OC
461,[3+2]cycloaddition,CC(=O)OC=C(CC(C(=[N+]1N[C@H]2CC[C@@H]1C2)C(C)(C)C)C(C)(C)C)OC(C)=O>>CC(=O)O[C@@H]1[NH+]2[C@H]3CC[C@H](C3)N2[C@@]2(C(C)(C)C)C(C(C)(C)C)C[C@]12OC(C)=O
462,[3+2]cycloaddition,CC(C)(C)C=C(CC(C(=[N+]1N[C@H]2CC[C@@H]1C2)C(C)(C)C)C(C)(C)C)C(C)(C)C>>CC(C)(C)C1C[C@]2(C(C)(C)C)[C@H](C(C)(C)C)[NH+]3[C@H]4CC[C@H](C4)N3[C@@]12C(C)(C)C
463,[3+2]cycloaddition,C=CCC(C(=[N+]1N[C@H]2CC[C@@H]1C2)C(C)(C)C)C(C)(C)C>>CC(C)(C)C1CC2C[NH+]3[C@H]4CC[C@H](C4)N3[C@]21C(C)(C)C
464,[3+2]cycloaddition,C(=C(CCC=[N+]1N[C@H]2CC[C@@H]1C2)c1ccccc1)c1ccccc1>>c1ccc([C@@H]2[NH+]3[C@H]4CC[C@H](C4)N3C3CC[C@@]32c2ccccc2)cc1
465,[3+2]cycloaddition,O=CC=C(C=O)CCC=[N+]1N[C@H]2CC[C@@H]1C2>>O=C[C@@H]1[NH+]2[C@H]3CC[C@H](C3)N2C2CC[C@@]21C=O
466,[3+2]cycloaddition,OC=C(O)CCC=[N+]1N[C@H]2CC[C@@H]1C2>>O[C@@H]1[NH+]2[C@H]3CC[C@H](C3)N2C2CC[C@@]21O
467,[3+2]cycloaddition,N#CC=C(C#N)CCC=[N+]1N[C@H]2CC[C@@H]1C2>>N#C[C@@H]1[NH+]2[C@H]3CC[C@H](C3)N2C2CC[C@@]21C#N
468,[3+2]cycloaddition,COC(=O)C=C(CCC=[N+]1N[C@H]2CC[C@@H]1C2)C(=O)OC>>COC(=O)[C@@H]1[NH+]2[C@H]3CC[C@H](C3)N2C2CC[C@@]21C(=O)OC
469,[3+2]cycloaddition,CC(=O)OC=C(CCC=[N+]1N[C@H]2CC[C@@H]1C2)OC(C)=O>>CC(=O)O[C@@H]1[NH+]2[C@H]3CC[C@H](C3)N2C2CC[C@@]21OC(C)=O
470,[3+2]cycloaddition,CC(C)(C)C=C(CCC=[N+]1N[C@H]2CC[C@@H]1C2)C(C)(C)C>>CC(C)(C)[C@@H]1[NH+]2[C@H]3CC[C@H](C3)N2C2CC[C@@]21C(C)(C)C
471,[3+2]cycloaddition,C=CCCC=[N+]1N[C@H]2CC[C@@H]1C2>>C1CC2C1C[NH+]1[C@H]3CC[C@H](C3)N21
472,[3+2]cycloaddition,C[N+]([O-])=C(CC(C=Cc1ccccc1)c1ccccc1)c1ccccc1>>CN1O[C@@H](c2ccccc2)C2C(c3ccccc3)C[C@@]21c1ccccc1
473,[3+2]cycloaddition,C[N+]([O-])=C(C=O)CC(C=Cc1ccccc1)c1ccccc1>>CN1O[C@@H](c2ccccc2)C2C(c3ccccc3)C[C@@]21C=O
474,[3+2]cycloaddition,C[N+]([O-])=C(O)CC(C=Cc1ccccc1)c1ccccc1>>CN1O[C@@H](c2ccccc2)C2C(c3ccccc3)C[C@@]21O
475,[3+2]cycloaddition,C[N+]([O-])=C(C#N)CC(C=Cc1ccccc1)c1ccccc1>>CN1O[C@@H](c2ccccc2)C2C(c3ccccc3)C[C@@]21C#N
476,[3+2]cycloaddition,COC(=O)C(CC(C=Cc1ccccc1)c1ccccc1)=[N+](C)[O-]>>COC(=O)[C@]12CC(c3ccccc3)C1[C@H](c1ccccc1)ON2C
477,[3+2]cycloaddition,CC(=O)OC(CC(C=Cc1ccccc1)c1ccccc1)=[N+](C)[O-]>>CC(=O)O[C@]12CC(c3ccccc3)C1[C@H](c1ccccc1)ON2C
478,[3+2]cycloaddition,C[N+]([O-])=C(CC(C=Cc1ccccc1)c1ccccc1)C(C)(C)C>>CN1O[C@@H](c2ccccc2)C2C(c3ccccc3)C[C@@]21C(C)(C)C
479,[3+2]cycloaddition,C[N+]([O-])=CCC(C=Cc1ccccc1)c1ccccc1>>CN1O[C@@H](c2ccccc2)C2C(c3ccccc3)CC21
480,[3+2]cycloaddition,C[N+]([O-])=C(CC(C=O)C=CC=O)c1ccccc1>>CN1O[C@@H](C=O)C2C(C=O)C[C@@]21c1ccccc1
481,[3+2]cycloaddition,C[N+]([O-])=C(C=O)CC(C=O)C=CC=O>>CN1O[C@@H](C=O)C2C(C=O)C[C@@]21C=O
482,[3+2]cycloaddition,C[N+]([O-])=C(O)CC(C=O)C=CC=O>>CN1O[C@@H](C=O)C2C(C=O)C[C@@]21O
483,[3+2]cycloaddition,C[N+]([O-])=C(C#N)CC(C=O)C=CC=O>>CN1O[C@@H](C=O)C2C(C=O)C[C@@]21C#N
484,[3+2]cycloaddition,COC(=O)C(CC(C=O)C=CC=O)=[N+](C)[O-]>>COC(=O)[C@]12CC(C=O)C1[C@H](C=O)ON2C
485,[3+2]cycloaddition,CC(=O)OC(CC(C=O)C=CC=O)=[N+](C)[O-]>>CC(=O)O[C@]12CC(C=O)C1[C@H](C=O)ON2C
486,[3+2]cycloaddition,C[N+]([O-])=C(CC(C=O)C=CC=O)C(C)(C)C>>CN1O[C@@H](C=O)C2C(C=O)C[C@@]21C(C)(C)C
487,[3+2]cycloaddition,C[N+]([O-])=CCC(C=O)C=CC=O>>CN1O[C@@H](C=O)C2C(C=O)CC21
488,[3+2]cycloaddition,C[N+]([O-])=C(CC(O)C=CO)c1ccccc1>>CN1O[C@@H](O)C2C(O)C[C@@]21c1ccccc1
489,[3+2]cycloaddition,C[N+]([O-])=C(C=O)CC(O)C=CO>>CN1O[C@@H](O)C2C(O)C[C@@]21C=O
490,[3+2]cycloaddition,C[N+]([O-])=C(O)CC(O)C=CO>>CN1O[C@@H](O)C2C(O)C[C@@]21O
491,[3+2]cycloaddition,C[N+]([O-])=C(C#N)CC(O)C=CO>>CN1O[C@@H](O)C2C(O)C[C@@]21C#N
492,[3+2]cycloaddition,COC(=O)C(CC(O)C=CO)=[N+](C)[O-]>>COC(=O)[C@]12CC(O)C1[C@H](O)ON2C
493,[3+2]cycloaddition,CC(=O)OC(CC(O)C=CO)=[N+](C)[O-]>>CC(=O)O[C@]12CC(O)C1[C@H](O)ON2C
494,[3+2]cycloaddition,C[N+]([O-])=C(CC(O)C=CO)C(C)(C)C>>CN1O[C@@H](O)C2C(O)C[C@@]21C(C)(C)C
495,[3+2]cycloaddition,C[N+]([O-])=CCC(O)C=CO>>CN1O[C@@H](O)C2C(O)CC21
496,[3+2]cycloaddition,C[N+]([O-])=C(CC(C#N)C=CC#N)c1ccccc1>>CN1O[C@@H](C#N)C2C(C#N)C[C@@]21c1ccccc1
497,[3+2]cycloaddition,C[N+]([O-])=C(C=O)CC(C#N)C=CC#N>>CN1O[C@@H](C#N)C2C(C#N)C[C@@]21C=O
498,[3+2]cycloaddition,C[N+]([O-])=C(O)CC(C#N)C=CC#N>>CN1O[C@@H](C#N)C2C(C#N)C[C@@]21O
499,[3+2]cycloaddition,C[N+]([O-])=C(C#N)CC(C#N)C=CC#N>>CN1O[C@@H](C#N)C2C(C#N)C[C@@]21C#N
500,[3+2]cycloaddition,COC(=O)C(CC(C#N)C=CC#N)=[N+](C)[O-]>>COC(=O)[C@]12CC(C#N)C1[C@H](C#N)ON2C
501,[3+2]cycloaddition,CC(=O)OC(CC(C#N)C=CC#N)=[N+](C)[O-]>>CC(=O)O[C@]12CC(C#N)C1[C@H](C#N)ON2C
502,[3+2]cycloaddition,C[N+]([O-])=C(CC(C#N)C=CC#N)C(C)(C)C>>CN1O[C@@H](C#N)C2C(C#N)C[C@@]21C(C)(C)C
503,[3+2]cycloaddition,C[N+]([O-])=CCC(C#N)C=CC#N>>CN1O[C@@H](C#N)C2C(C#N)CC21
504,[3+2]cycloaddition,COC(=O)C=CC(CC(c1ccccc1)=[N+](C)[O-])C(=O)OC>>COC(=O)C1C[C@@]2(c3ccccc3)C1[C@H](C(=O)OC)ON2C
505,[3+2]cycloaddition,COC(=O)C=CC(CC(C=O)=[N+](C)[O-])C(=O)OC>>COC(=O)C1C[C@@]2(C=O)C1[C@H](C(=O)OC)ON2C
506,[3+2]cycloaddition,COC(=O)C=CC(CC(O)=[N+](C)[O-])C(=O)OC>>COC(=O)C1C[C@@]2(O)C1[C@H](C(=O)OC)ON2C
507,[3+2]cycloaddition,COC(=O)C=CC(CC(C#N)=[N+](C)[O-])C(=O)OC>>COC(=O)C1C[C@@]2(C#N)C1[C@H](C(=O)OC)ON2C
508,[3+2]cycloaddition,COC(=O)C=CC(CC(C(=O)OC)=[N+](C)[O-])C(=O)OC>>COC(=O)C1C[C@@]2(C(=O)OC)C1[C@H](C(=O)OC)ON2C
509,[3+2]cycloaddition,COC(=O)C=CC(CC(OC(C)=O)=[N+](C)[O-])C(=O)OC>>COC(=O)C1C[C@@]2(OC(C)=O)C1[C@H](C(=O)OC)ON2C
510,[3+2]cycloaddition,COC(=O)C=CC(CC(=[N+](C)[O-])C(C)(C)C)C(=O)OC>>COC(=O)C1C[C@@]2(C(C)(C)C)C1[C@H](C(=O)OC)ON2C
511,[3+2]cycloaddition,COC(=O)C=CC(CC=[N+](C)[O-])C(=O)OC>>COC(=O)C1CC2C1[C@H](C(=O)OC)ON2C
512,[3+2]cycloaddition,CC(=O)OC=CC(CC(c1ccccc1)=[N+](C)[O-])OC(C)=O>>CC(=O)OC1C[C@@]2(c3ccccc3)C1[C@H](OC(C)=O)ON2C
513,[3+2]cycloaddition,CC(=O)OC=CC(CC(C=O)=[N+](C)[O-])OC(C)=O>>CC(=O)OC1C[C@@]2(C=O)C1[C@H](OC(C)=O)ON2C
514,[3+2]cycloaddition,CC(=O)OC=CC(CC(O)=[N+](C)[O-])OC(C)=O>>CC(=O)OC1C[C@@]2(O)C1[C@H](OC(C)=O)ON2C
515,[3+2]cycloaddition,CC(=O)OC=CC(CC(C#N)=[N+](C)[O-])OC(C)=O>>CC(=O)OC1C[C@@]2(C#N)C1[C@H](OC(C)=O)ON2C
516,[3+2]cycloaddition,COC(=O)C(CC(C=COC(C)=O)OC(C)=O)=[N+](C)[O-]>>COC(=O)[C@]12CC(OC(C)=O)C1[C@H](OC(C)=O)ON2C
517,[3+2]cycloaddition,CC(=O)OC=CC(CC(OC(C)=O)=[N+](C)[O-])OC(C)=O>>CC(=O)OC1C[C@@]2(OC(C)=O)C1[C@H](OC(C)=O)ON2C
518,[3+2]cycloaddition,CC(=O)OC=CC(CC(=[N+](C)[O-])C(C)(C)C)OC(C)=O>>CC(=O)OC1C[C@@]2(C(C)(C)C)C1[C@H](OC(C)=O)ON2C
519,[3+2]cycloaddition,CC(=O)OC=CC(CC=[N+](C)[O-])OC(C)=O>>CC(=O)OC1CC2C1[C@H](OC(C)=O)ON2C
520,[3+2]cycloaddition,C[N+]([O-])=C(CC(C=CC(C)(C)C)C(C)(C)C)c1ccccc1>>CN1O[C@@H](C(C)(C)C)C2C(C(C)(C)C)C[C@@]21c1ccccc1
521,[3+2]cycloaddition,C[N+]([O-])=C(C=O)CC(C=CC(C)(C)C)C(C)(C)C>>CN1O[C@@H](C(C)(C)C)C2C(C(C)(C)C)C[C@@]21C=O
522,[3+2]cycloaddition,C[N+]([O-])=C(O)CC(C=CC(C)(C)C)C(C)(C)C>>CN1O[C@@H](C(C)(C)C)C2C(C(C)(C)C)C[C@@]21O
523,[3+2]cycloaddition,C[N+]([O-])=C(C#N)CC(C=CC(C)(C)C)C(C)(C)C>>CN1O[C@@H](C(C)(C)C)C2C(C(C)(C)C)C[C@@]21C#N
524,[3+2]cycloaddition,COC(=O)C(CC(C=CC(C)(C)C)C(C)(C)C)=[N+](C)[O-]>>COC(=O)[C@]12CC(C(C)(C)C)C1[C@H](C(C)(C)C)ON2C
525,[3+2]cycloaddition,CC(=O)OC(CC(C=CC(C)(C)C)C(C)(C)C)=[N+](C)[O-]>>CC(=O)O[C@]12CC(C(C)(C)C)C1[C@H](C(C)(C)C)ON2C
526,[3+2]cycloaddition,C[N+]([O-])=C(CC(C=CC(C)(C)C)C(C)(C)C)C(C)(C)C>>CN1O[C@@H](C(C)(C)C)C2C(C(C)(C)C)C[C@@]21C(C)(C)C
527,[3+2]cycloaddition,C[N+]([O-])=CCC(C=CC(C)(C)C)C(C)(C)C>>CN1O[C@@H](C(C)(C)C)C2C1CC2C(C)(C)C
528,[3+2]cycloaddition,C=CCCC(c1ccccc1)=[N+](C)[O-]>>CN1OCC2CC[C@@]21c1ccccc1
529,[3+2]cycloaddition,C=CCCC(C=O)=[N+](C)[O-]>>CN1OCC2CC[C@@]21C=O
530,[3+2]cycloaddition,C=CCCC(O)=[N+](C)[O-]>>CN1OCC2CC[C@@]21O
531,[3+2]cycloaddition,C=CCCC(C#N)=[N+](C)[O-]>>CN1OCC2CC[C@@]21C#N
532,[3+2]cycloaddition,C=CCCC(C(=O)OC)=[N+](C)[O-]>>COC(=O)[C@]12CCC1CON2C
533,[3+2]cycloaddition,C=CCCC(OC(C)=O)=[N+](C)[O-]>>CC(=O)O[C@]12CCC1CON2C
534,[3+2]cycloaddition,C=CCCC(=[N+](C)[O-])C(C)(C)C>>CN1OCC2CC[C@@]21C(C)(C)C
535,[3+2]cycloaddition,C=CCCC=[N+](C)[O-]>>CN1OCC2CCC21
536,[3+2]cycloaddition,CC(C)/C(CCCCC(C(=C=O)c1ccccc1)c1ccccc1)=[N+](\[O-])c1ccccc1>>CC(C)[C@]12CCCCC(c3ccccc3)C(c3ccccc3)=C(ON1c1ccccc1)O2
537,[3+2]cycloaddition,CC(C)/C(CCCCC(C(=C=O)c1ccccc1)c1ccccc1)=[N+](\[O-])C=O>>CC(C)[C@]12CCCCC(c3ccccc3)C(c3ccccc3)=C(ON1C=O)O2
538,[3+2]cycloaddition,CC(C)/C(CCCCC(C(=C=O)c1ccccc1)c1ccccc1)=[N+](\[O-])O>>CC(C)[C@]12CCCCC(c3ccccc3)C(c3ccccc3)=C(ON1O)O2
539,[3+2]cycloaddition,CC(C)/C(CCCCC(C(=C=O)c1ccccc1)c1ccccc1)=[N+](\[O-])C#N>>CC(C)[C@]12CCCCC(c3ccccc3)C(c3ccccc3)=C(ON1C#N)O2
540,[3+2]cycloaddition,COC(=O)/[N+]([O-])=C(\CCCCC(C(=C=O)c1ccccc1)c1ccccc1)C(C)C>>COC(=O)N1OC2=C(c3ccccc3)C(c3ccccc3)CCCC[C@]1(C(C)C)O2
541,[3+2]cycloaddition,CC(=O)O/[N+]([O-])=C(\CCCCC(C(=C=O)c1ccccc1)c1ccccc1)C(C)C>>CC(=O)ON1OC2=C(c3ccccc3)C(c3ccccc3)CCCC[C@]1(C(C)C)O2
542,[3+2]cycloaddition,CC(C)/C(CCCCC(C(=C=O)c1ccccc1)c1ccccc1)=[N+](\[O-])C(C)(C)C>>CC(C)[C@]12CCCCC(c3ccccc3)C(c3ccccc3)=C(ON1C(C)(C)C)O2
543,[3+2]cycloaddition,CC(C)/C(CCCCC(C(=C=O)c1ccccc1)c1ccccc1)=[N+]\[O-]>>CC(C)[C@]12CCCCC(c3ccccc3)C(c3ccccc3)=C(ON1)O2
544,[3+2]cycloaddition,CC(C)/C(CCCCC(C=O)C(=C=O)C=O)=[N+](\[O-])c1ccccc1>>CC(C)[C@]12CCCCC(C=O)C(C=O)=C(ON1c1ccccc1)O2
545,[3+2]cycloaddition,CC(C)/C(CCCCC(C=O)C(=C=O)C=O)=[N+](\[O-])C=O>>CC(C)[C@]12CCCCC(C=O)C(C=O)=C(ON1C=O)O2
546,[3+2]cycloaddition,CC(C)/C(CCCCC(C=O)C(=C=O)C=O)=[N+](\[O-])O>>CC(C)[C@]12CCCCC(C=O)C(C=O)=C(ON1O)O2
547,[3+2]cycloaddition,CC(C)/C(CCCCC(C=O)C(=C=O)C=O)=[N+](\[O-])C#N>>CC(C)[C@]12CCCCC(C=O)C(C=O)=C(ON1C#N)O2
548,[3+2]cycloaddition,COC(=O)/[N+]([O-])=C(\CCCCC(C=O)C(=C=O)C=O)C(C)C>>COC(=O)N1OC2=C(C=O)C(C=O)CCCC[C@]1(C(C)C)O2
549,[3+2]cycloaddition,CC(=O)O/[N+]([O-])=C(\CCCCC(C=O)C(=C=O)C=O)C(C)C>>CC(=O)ON1OC2=C(C=O)C(C=O)CCCC[C@]1(C(C)C)O2
550,[3+2]cycloaddition,CC(C)/C(CCCCC(C=O)C(=C=O)C=O)=[N+](\[O-])C(C)(C)C>>CC(C)[C@]12CCCCC(C=O)C(C=O)=C(ON1C(C)(C)C)O2
551,[3+2]cycloaddition,CC(C)/C(CCCCC(C=O)C(=C=O)C=O)=[N+]\[O-]>>CC(C)[C@]12CCCCC(C=O)C(C=O)=C(ON1)O2
552,[3+2]cycloaddition,CC(C)/C(CCCCC(O)C(O)=C=O)=[N+](\[O-])c1ccccc1>>CC(C)[C@]12CCCCC(O)C(O)=C(ON1c1ccccc1)O2
553,[3+2]cycloaddition,CC(C)/C(CCCCC(O)C(O)=C=O)=[N+](\[O-])C=O>>CC(C)[C@]12CCCCC(O)C(O)=C(ON1C=O)O2
554,[3+2]cycloaddition,CC(C)/C(CCCCC(O)C(O)=C=O)=[N+](\[O-])O>>CC(C)[C@]12CCCCC(O)C(O)=C(ON1O)O2
555,[3+2]cycloaddition,CC(C)/C(CCCCC(O)C(O)=C=O)=[N+](\[O-])C#N>>CC(C)[C@]12CCCCC(O)C(O)=C(ON1C#N)O2
556,[3+2]cycloaddition,COC(=O)/[N+]([O-])=C(\CCCCC(O)C(O)=C=O)C(C)C>>COC(=O)N1OC2=C(O)C(O)CCCC[C@]1(C(C)C)O2
557,[3+2]cycloaddition,CC(=O)O/[N+]([O-])=C(\CCCCC(O)C(O)=C=O)C(C)C>>CC(=O)ON1OC2=C(O)C(O)CCCC[C@]1(C(C)C)O2
558,[3+2]cycloaddition,CC(C)/C(CCCCC(O)C(O)=C=O)=[N+](\[O-])C(C)(C)C>>CC(C)[C@]12CCCCC(O)C(O)=C(ON1C(C)(C)C)O2
559,[3+2]cycloaddition,CC(C)/C(CCCCC(O)C(O)=C=O)=[N+]\[O-]>>CC(C)[C@]12CCCCC(O)C(O)=C(ON1)O2
560,[3+2]cycloaddition,CC(C)/C(CCCCC(C#N)C(=C=O)C#N)=[N+](\[O-])c1ccccc1>>CC(C)[C@]12CCCCC(C#N)C(C#N)=C(ON1c1ccccc1)O2
561,[3+2]cycloaddition,CC(C)/C(CCCCC(C#N)C(=C=O)C#N)=[N+](\[O-])C=O>>CC(C)[C@]12CCCCC(C#N)C(C#N)=C(ON1C=O)O2
562,[3+2]cycloaddition,CC(C)/C(CCCCC(C#N)C(=C=O)C#N)=[N+](\[O-])O>>CC(C)[C@]12CCCCC(C#N)C(C#N)=C(ON1O)O2
563,[3+2]cycloaddition,CC(C)/C(CCCCC(C#N)C(=C=O)C#N)=[N+](\[O-])C#N>>CC(C)[C@]12CCCCC(C#N)C(C#N)=C(ON1C#N)O2
564,[3+2]cycloaddition,COC(=O)/[N+]([O-])=C(\CCCCC(C#N)C(=C=O)C#N)C(C)C>>COC(=O)N1OC2=C(C#N)C(C#N)CCCC[C@]1(C(C)C)O2
565,[3+2]cycloaddition,CC(=O)O/[N+]([O-])=C(\CCCCC(C#N)C(=C=O)C#N)C(C)C>>CC(=O)ON1OC2=C(C#N)C(C#N)CCCC[C@]1(C(C)C)O2
566,[3+2]cycloaddition,CC(C)/C(CCCCC(C#N)C(=C=O)C#N)=[N+](\[O-])C(C)(C)C>>CC(C)[C@]12CCCCC(C#N)C(C#N)=C(ON1C(C)(C)C)O2
567,[3+2]cycloaddition,CC(C)/C(CCCCC(C#N)C(=C=O)C#N)=[N+]\[O-]>>CC(C)[C@]12CCCCC(C#N)C(C#N)=C(ON1)O2
568,[3+2]cycloaddition,COC(=O)C(=C=O)C(CCCC/C(C(C)C)=[N+](/[O-])c1ccccc1)C(=O)OC>>COC(=O)C1=C2ON(c3ccccc3)[C@](C(C)C)(CCCCC1C(=O)OC)O2
569,[3+2]cycloaddition,COC(=O)C(=C=O)C(CCCC/C(C(C)C)=[N+](/[O-])C=O)C(=O)OC>>COC(=O)C1=C2ON(C=O)[C@](C(C)C)(CCCCC1C(=O)OC)O2
570,[3+2]cycloaddition,COC(=O)C(=C=O)C(CCCC/C(C(C)C)=[N+](/[O-])O)C(=O)OC>>COC(=O)C1=C2ON(O)[C@](C(C)C)(CCCCC1C(=O)OC)O2
571,[3+2]cycloaddition,COC(=O)C(=C=O)C(CCCC/C(C(C)C)=[N+](/[O-])C#N)C(=O)OC>>COC(=O)C1=C2ON(C#N)[C@](C(C)C)(CCCCC1C(=O)OC)O2
572,[3+2]cycloaddition,COC(=O)C(=C=O)C(CCCC/C(C(C)C)=[N+](/[O-])C(=O)OC)C(=O)OC>>COC(=O)C1=C2ON(C(=O)OC)[C@](C(C)C)(CCCCC1C(=O)OC)O2
573,[3+2]cycloaddition,COC(=O)C(=C=O)C(CCCC/C(C(C)C)=[N+](/[O-])OC(C)=O)C(=O)OC>>COC(=O)C1=C2ON(OC(C)=O)[C@](C(C)C)(CCCCC1C(=O)OC)O2
574,[3+2]cycloaddition,COC(=O)C(=C=O)C(CCCC/C(C(C)C)=[N+](/[O-])C(C)(C)C)C(=O)OC>>COC(=O)C1=C2ON(C(C)(C)C)[C@](C(C)C)(CCCCC1C(=O)OC)O2
575,[3+2]cycloaddition,COC(=O)C(=C=O)C(CCCC/C(=[N+]/[O-])C(C)C)C(=O)OC>>COC(=O)C1=C2ON[C@](C(C)C)(CCCCC1C(=O)OC)O2
576,[3+2]cycloaddition,CC(=O)OC(=C=O)C(CCCC/C(C(C)C)=[N+](/[O-])c1ccccc1)OC(C)=O>>CC(=O)OC1=C2ON(c3ccccc3)[C@](C(C)C)(CCCCC1OC(C)=O)O2
577,[3+2]cycloaddition,CC(=O)OC(=C=O)C(CCCC/C(C(C)C)=[N+](/[O-])C=O)OC(C)=O>>CC(=O)OC1=C2ON(C=O)[C@](C(C)C)(CCCCC1OC(C)=O)O2
578,[3+2]cycloaddition,CC(=O)OC(=C=O)C(CCCC/C(C(C)C)=[N+](/[O-])O)OC(C)=O>>CC(=O)OC1=C2ON(O)[C@](C(C)C)(CCCCC1OC(C)=O)O2
579,[3+2]cycloaddition,CC(=O)OC(=C=O)C(CCCC/C(C(C)C)=[N+](/[O-])C#N)OC(C)=O>>CC(=O)OC1=C2ON(C#N)[C@](C(C)C)(CCCCC1OC(C)=O)O2
580,[3+2]cycloaddition,COC(=O)/[N+]([O-])=C(\CCCCC(OC(C)=O)C(=C=O)OC(C)=O)C(C)C>>COC(=O)N1OC2=C(OC(C)=O)C(OC(C)=O)CCCC[C@]1(C(C)C)O2
581,[3+2]cycloaddition,CC(=O)OC(=C=O)C(CCCC/C(C(C)C)=[N+](/[O-])OC(C)=O)OC(C)=O>>CC(=O)OC1=C2ON(OC(C)=O)[C@](C(C)C)(CCCCC1OC(C)=O)O2
582,[3+2]cycloaddition,CC(=O)OC(=C=O)C(CCCC/C(C(C)C)=[N+](/[O-])C(C)(C)C)OC(C)=O>>CC(=O)OC1=C2ON(C(C)(C)C)[C@](C(C)C)(CCCCC1OC(C)=O)O2
583,[3+2]cycloaddition,CC(=O)OC(=C=O)C(CCCC/C(=[N+]/[O-])C(C)C)OC(C)=O>>CC(=O)OC1=C2ON[C@](C(C)C)(CCCCC1OC(C)=O)O2
584,[3+2]cycloaddition,CC(C)/C(CCCCC(C(=C=O)C(C)(C)C)C(C)(C)C)=[N+](\[O-])c1ccccc1>>CC(C)[C@]12CCCCC(C(C)(C)C)C(C(C)(C)C)=C(ON1c1ccccc1)O2
585,[3+2]cycloaddition,CC(C)/C(CCCCC(C(=C=O)C(C)(C)C)C(C)(C)C)=[N+](\[O-])C=O>>CC(C)[C@]12CCCCC(C(C)(C)C)C(C(C)(C)C)=C(ON1C=O)O2
586,[3+2]cycloaddition,CC(C)/C(CCCCC(C(=C=O)C(C)(C)C)C(C)(C)C)=[N+](\[O-])O>>CC(C)[C@]12CCCCC(C(C)(C)C)C(C(C)(C)C)=C(ON1O)O2
