#    R. ID             FORWARD             REVERSE            REACTION
rxn_365                 43.354              52.071              -8.717
rxn_657                 30.828              47.828             -17.000
rxn_853                 36.819              23.553              13.266
rxn_1093                46.002              24.854              21.148
rxn_1217                31.297              24.209               7.088
rxn_1424                44.172              24.924              19.247
rxn_1708                26.828              38.555             -11.727
rxn_1814                19.231              42.948             -23.717
rxn_2012                23.797              41.776             -17.979
rxn_3483                40.175              35.453               4.722
rxn_4392                11.871              23.150             -11.279
rxn_5245                32.186              35.228              -3.042
rxn_5534                38.828              39.639              -0.811
rxn_5964                26.712              38.800             -12.088
rxn_6612                34.021              13.540              20.481
rxn_7236                33.015              26.526               6.490
rxn_7888                29.876              61.443             -31.567
rxn_7911                39.338              65.756             -26.419
