#    R. ID             FORWARD             REVERSE            REACTION
rxn_365                 30.070              62.236             -32.166
rxn_657                 16.008              55.604             -39.596
rxn_853                 24.245              27.945              -3.700
rxn_1093                29.699              31.072              -1.374
rxn_1217                21.080              28.999              -7.919
rxn_1424                28.879              30.902              -2.023
rxn_1708                16.104              46.920             -30.816
rxn_1814                11.875              49.803             -37.929
rxn_2012                13.485              47.609             -34.124
rxn_3483                22.485              42.930             -20.445
rxn_4392                 8.369              36.557             -28.188
rxn_5245                35.515              36.817              -1.302
rxn_5534                40.060              39.854               0.207
rxn_5964                31.820              46.225             -14.405
rxn_6612                32.006              21.747              10.259
rxn_7236                30.440              35.642              -5.202
rxn_7888                31.951              67.892             -35.941
rxn_7911                34.589              69.103             -34.514
