#    R. ID             FORWARD             REVERSE            REACTION
rxn_365                 26.206              63.416             -37.210
rxn_657                 12.120              57.138             -45.017
rxn_853                 20.385              29.791              -9.406
rxn_1093                25.349              32.434              -7.085
rxn_1217                17.287              30.829             -13.541
rxn_1424                24.759              32.340              -7.581
rxn_1708                11.840              48.001             -36.160
rxn_1814                 8.389              51.804             -43.415
rxn_2012                 9.399              49.580             -40.181
rxn_3483                18.854              41.527             -22.674
rxn_4392                 3.928              33.520             -29.592
rxn_5245                33.697              36.129              -2.432
rxn_5534                37.161              36.136               1.025
rxn_5964                28.363              43.301             -14.938
rxn_6612                30.157              20.412               9.745
rxn_7236                26.714              32.601              -5.888
rxn_7888                28.481              70.931             -42.450
rxn_7911                32.051              72.318             -40.267
