#    R. ID             FORWARD             REVERSE            REACTION
rxn_365                 28.014              65.841             -37.828
rxn_657                 13.863              59.692             -45.828
rxn_853                 20.364              31.626             -11.262
rxn_1093                27.248              34.378              -7.130
rxn_1217                17.947              33.246             -15.299
rxn_1424                26.168              34.357              -8.189
rxn_1708                11.989              51.041             -39.052
rxn_1814                 8.365              55.259             -46.894
rxn_2012                10.160              53.058             -42.897
rxn_3483                21.681              44.251             -22.570
rxn_4392                 7.804              36.588             -28.784
rxn_5245                35.415              36.622              -1.208
rxn_5534                36.660              35.431               1.229
rxn_5964                29.204              46.334             -17.130
rxn_6612                28.370              22.033               6.338
rxn_7236                26.758              35.028              -8.270
rxn_7888                25.575              74.556             -48.981
rxn_7911                31.311              76.102             -44.792
