#    R. ID             FORWARD             REVERSE            REACTION
rxn_365                 34.129              61.366             -27.237
rxn_657                 21.433              55.186             -33.753
rxn_853                 26.906              28.824              -1.918
rxn_1093                35.112              30.809               4.303
rxn_1217                22.685              29.668              -6.983
rxn_1424                33.342              30.757               2.586
rxn_1708                17.874              47.122             -29.248
rxn_1814                11.236              51.418             -40.182
rxn_2012                14.794              49.189             -34.395
rxn_3483                30.980              40.714              -9.734
rxn_4392                 7.773              30.351             -22.578
rxn_5245                33.924              37.420              -3.497
rxn_5534                35.461              37.303              -1.842
rxn_5964                28.622              42.965             -14.343
rxn_6612                28.348              18.187              10.161
rxn_7236                28.330              32.182              -3.852
rxn_7888                24.705              69.441             -44.735
rxn_7911                32.853              73.051             -40.198
