#    R. ID             FORWARD             REVERSE            REACTION
rxn_365                 27.955              55.820             -27.865
rxn_657                 14.265              50.303             -36.037
rxn_853                 24.417              26.234              -1.817
rxn_1093                27.892              28.457              -0.565
rxn_1217                19.641              26.557              -6.917
rxn_1424                27.453              28.199              -0.746
rxn_1708                13.019              40.327             -27.309
rxn_1814                11.138              46.016             -34.879
rxn_2012                11.535              43.488             -31.953
rxn_3483                24.746              37.962             -13.216
rxn_4392                 1.560              20.172             -18.612
rxn_5245                27.517              34.403              -6.886
rxn_5534                33.729              36.207              -2.478
rxn_5964                22.553              37.218             -14.665
rxn_6612                28.381              15.001              13.380
rxn_7236                28.575              30.437              -1.862
rxn_7888                27.348              65.827             -38.479
rxn_7911                33.543              68.398             -34.855
